time,window_signal
2999.578125,-50.016212628974095
2999.58203125,-53.43329653634162
2999.5859375,-50.90569764163445
2999.58984375,-43.88759563078576
2999.59375,-37.0072130657841
2999.59765625,-34.73855213159352
2999.6015625,-38.132946139444044
2999.60546875,-44.02231446462477
2999.609375,-47.36103176920107
2999.61328125,-45.01392279509377
2999.6171875,-38.09901799331528
2999.62109375,-31.110227472907642
2999.625,-28.60985216159387
2999.62890625,-32.08081184457065
2999.6328125,-39.23155485233724
2999.63671875,-46.07355545625521
2999.640625,-49.96311382972139
2999.64453125,-51.193689802513994
2999.6484375,-52.12061223740836
2999.65234375,-54.829021432323856
2999.65625,-59.285524248643505
2999.66015625,-63.32324831474972
2999.6640625,-64.3989022428238
2999.66796875,-61.745996098581465
2999.671875,-57.1345200285445
2999.67578125,-53.39157745618364
2999.6796875,-51.70971639357287
2999.68359375,-50.08218376538665
2999.6875,-44.53321036234611
2999.69140625,-32.4754759834748
2999.6953125,-15.543546756747377
2999.69921875,0.591051895295716
2999.703125,9.583873336303617
2999.70703125,8.456612806122175
2999.7109375,-0.748419725832007
2999.71484375,-12.652970658112572
2999.71875,-21.899737271209048
2999.72265625,-25.682246565779128
2999.7265625,-24.11955682205649
2999.73046875,-18.96628252102248
2999.734375,-12.114237964190032
2999.73828125,-4.905303669274227
2999.7421875,1.7715613629306053
2999.74609375,7.194826231036316
2999.75,10.806602977811245
2999.75390625,12.522690775544975
2999.7578125,12.978971899008503
2999.76171875,13.268408339121116
2999.765625,14.158105733811722
2999.76953125,15.351587403304034
2999.7734375,15.481450873050338
2999.77734375,13.026998252249786
2999.78125,7.600958041163237
2999.78515625,0.5828988278908115
2999.7890625,-5.608193749642153
2999.79296875,-9.238296030237846
2999.796875,-10.644580166745275
2999.80078125,-12.070303389640916
2999.8046875,-15.984974208787797
2999.80859375,-23.22767001894913
2999.8125,-32.46976409326698
2999.81640625,-41.3542917862039
2999.8203125,-48.2908091439722
2999.82421875,-53.4762533264665
2999.828125,-58.48573827453754
2999.83203125,-64.94097641923045
2999.8359375,-73.35005853697682
2999.83984375,-82.83703037649252
2999.84375,-91.66506172140657
2999.84765625,-98.04008383970863
2999.8515625,-100.78721727115533
2999.85546875,-99.66952354953179
2999.859375,-95.24661587459056
2999.86328125,-88.4083929245984
2999.8671875,-79.94878866819866
2999.87109375,-70.49343518218679
2999.875,-60.73195095832658
2999.87890625,-51.52797982265133
2999.8828125,-43.544286110994406
2999.88671875,-36.63309847944694
2999.890625,-29.744272322149556
2999.89453125,-21.719844345886564
2999.8984375,-12.348250569004732
2999.90234375,-2.6253502056629117
2999.90625,6.080164196318229
2999.91015625,13.110357280499567
2999.9140625,18.729443780715208
2999.91796875,23.283976188075176
2999.921875,26.336258007613214
2999.92578125,26.914414775424834
2999.9296875,24.750084685867574
2999.93359375,21.11658585024119
2999.9375,18.23933013865681
2999.94140625,17.790344009577847
2999.9453125,19.83874868531977
2999.94921875,23.046887069453245
2999.953125,25.726091659585336
2999.95703125,26.744102307104523
2999.9609375,25.682564106644193
2999.96484375,22.519707414419234
2999.96875,17.433544999902317
2999.97265625,10.866781032071021
2999.9765625,3.530250727736377
2999.98046875,-3.8545426485623295
2999.984375,-10.82838540031026
2999.98828125,-17.154135937316667
2999.9921875,-22.58613619981855
2999.99609375,-26.893096017834722
3000.0,-30.2133436229773
3000.00390625,-33.25703201252756
3000.0078125,-36.90828694280577
3000.01171875,-41.41346342923714
3000.015625,-45.92759287737565
3000.01953125,-49.079345647419984
3000.0234375,-50.249403145343194
3000.02734375,-50.33661032951011
3000.03125,-51.129200277502555
3000.03515625,-53.78064841512423
3000.0390625,-57.77611481891437
3000.04296875,-61.2914513911311
3000.046875,-62.58550324528831
3000.05078125,-61.20431950413231
3000.0546875,-58.0494039962592
3000.05859375,-54.4776288069338
3000.0625,-51.39863462416073
3000.06640625,-49.03382148052895
3000.0703125,-47.15087135805897
3000.07421875,-45.27098112805555
3000.078125,-42.763494320166
3000.08203125,-39.13385205686796
3000.0859375,-34.555310581057675
3000.08984375,-30.119015340278054
3000.09375,-27.244844601215537
3000.09765625,-26.47241206391211
3000.1015625,-26.665667219996443
3000.10546875,-25.53505672917258
3000.109375,-21.254623896261748
3000.11328125,-13.890842270863715
3000.1171875,-5.470986895811564
3000.12109375,1.3019329776984259
3000.125,4.629395569584135
3000.12890625,4.4135773989972495
3000.1328125,1.9545131436868548
3000.13671875,-1.033720842622716
3000.140625,-3.428158846886436
3000.14453125,-5.229133979317973
3000.1484375,-7.418944825134762
3000.15234375,-11.22414168976117
3000.15625,-17.141065457265356
3000.16015625,-24.303846102122087
3000.1640625,-30.678769948001264
3000.16796875,-34.062633317221504
3000.171875,-33.282030049662815
3000.17578125,-28.835138592635467
3000.1796875,-22.612090164988253
3000.18359375,-16.899027553035335
3000.1875,-13.219203012940445
3000.19140625,-11.617853511172697
3000.1953125,-10.784764336336353
3000.19921875,-8.966967428295103
3000.203125,-5.174374408444137
3000.20703125,0.02387483949096819
3000.2109375,4.671403738285674
3000.21484375,6.5868429488802285
3000.21875,4.813727637890571
3000.22265625,0.35592712932013315
3000.2265625,-4.311808751986049
3000.23046875,-6.604479114316947
3000.234375,-5.1640424355633625
3000.23828125,-0.38050685196662837
3000.2421875,6.081946314679961
3000.24609375,12.27632619282234
3000.25,16.820210003340154
3000.25390625,19.254777879997413
3000.2578125,19.936213100374886
3000.26171875,19.626431809887645
3000.265625,19.00469350991573
3000.26953125,18.349537088217573
3000.2734375,17.547998847923438
3000.27734375,16.395684242015864
3000.28125,14.960807838449295
3000.28515625,13.701295993358983
3000.2890625,13.187321284608403
3000.29296875,13.657067167203868
3000.296875,14.853369675120941
3000.30078125,16.346045714337848
3000.3046875,18.03665582129675
3000.30859375,20.301832631100293
3000.3125,23.55871274158892
3000.31640625,27.655063550918193
3000.3203125,31.74249395222889
3000.32421875,34.82470472118125
3000.328125,36.4464258274613
3000.33203125,36.82941127219733
3000.3359375,36.343904249534454
3000.33984375,34.889815518294085
3000.34375,31.870733387544618
3000.34765625,26.85763669287812
3000.3515625,20.30922496202477
3000.35546875,13.62490932050851
3000.359375,8.458685437634124
3000.36328125,5.855826348757431
3000.3671875,5.7954741124428635
3000.37109375,7.348096761808637
3000.375,9.319830284192067
3000.37890625,11.047056116311664
3000.3828125,12.888350977777772
3000.38671875,16.016291752847575
3000.390625,21.452210333521126
3000.39453125,28.885579066595735
3000.3984375,36.249147692482
3000.40234375,40.643111340911794
3000.40625,40.10298111038002
3000.41015625,34.9149645155442
3000.4140625,27.483241128052107
3000.41796875,20.870343896032082
3000.421875,17.13314429309705
3000.42578125,16.60574579855537
3000.4296875,18.331233491012043
3000.43359375,20.956946759715116
3000.4375,23.424971871796274
3000.44140625,25.314856183790926
3000.4453125,26.951558608984644
3000.44921875,29.28143220178259
3000.453125,33.38957558114181
3000.45703125,39.70094773219906
3000.4609375,47.37051349816768
3000.46484375,54.530489582835514
3000.46875,59.426524281093094
3000.47265625,61.60218243171468
3000.4765625,62.16687995817877
3000.48046875,62.92365773559752
3000.484375,65.04297266034624
3000.48828125,68.31517274512288
3000.4921875,71.49060651695362
3000.49609375,73.27308541593108
3000.5,73.11089526856298
3000.50390625,71.34405594968187
3000.5078125,68.86153190315778
3000.51171875,66.61403906307395
3000.515625,65.21556572921213
3000.51953125,64.73601647518738
3000.5234375,64.74126626747804
3000.52734375,64.62517076333503
3000.53125,64.13937346862448
3000.53515625,63.75902648822908
3000.5390625,64.47481534532055
3000.54296875,67.0313696673571
3000.546875,71.21756276804251
3000.55078125,75.90332644165021
3000.5546875,79.87010855223748
3000.55859375,82.67416885768358
3000.5625,84.6998751394965
3000.56640625,86.38379707654337
3000.5703125,87.4690773323896
3000.57421875,87.10743201794698
3000.578125,84.69450742808414
3000.58203125,80.52417730577511
3000.5859375,75.54953893759664
3000.58984375,70.53651123132107
3000.59375,65.59972668630638
3000.59765625,60.66381164597369
3000.6015625,56.252551858160665
3000.60546875,53.566422292733584
3000.609375,53.628576638266836
3000.61328125,56.355202541885156
3000.6171875,60.518167389538334
3000.62109375,64.66525592410746
3000.625,68.13251886294222
3000.62890625,71.27332380522436
3000.6328125,74.866126901134
3000.63671875,79.35483402206982
3000.640625,84.46452669837683
3000.64453125,89.22969088030572
3000.6484375,92.26465547675807
3000.65234375,92.23879236501512
3000.65625,88.55652843838745
3000.66015625,81.96832656407274
3000.6640625,74.55357824335103
3000.66796875,68.74134890042117
3000.671875,65.82340351353521
3000.67578125,65.02932237781457
3000.6796875,63.929689513695386
3000.68359375,59.931684847860886
3000.6875,51.84389794013933
3000.69140625,40.49861241123823
3000.6953125,28.111010524952558
3000.69921875,16.882089965439814
3000.703125,7.756631104956325
3000.70703125,0.05044230488645493
3000.7109375,-7.8928098996330185
3000.71484375,-17.44697291203898
3000.71875,-28.655865411983868
3000.72265625,-40.08735370286807
3000.7265625,-49.6725795263233
3000.73046875,-55.93412848258582
3000.734375,-58.76964710746413
3000.73828125,-59.32107492219525
3000.7421875,-59.15525850837414
3000.74609375,-59.4438998902159
3000.75,-60.645118473193946
3000.75390625,-62.614822904631836
3000.7578125,-64.79623517511097
3000.76171875,-66.38572770214245
3000.765625,-66.66626201954396
3000.76953125,-65.5257199281067
3000.7734375,-63.7264596691161
3000.77734375,-62.44877791368796
3000.78125,-62.26116101622912
3000.78515625,-62.38247356849078
3000.7890625,-61.062835619683774
3000.79296875,-56.989454227503465
3000.796875,-50.62279760383467
3000.80078125,-44.293318807928124
3000.8046875,-40.91991193098305
3000.80859375,-42.39474786753573
3000.8125,-48.83754827202533
3000.81640625,-58.979585317849235
3000.8203125,-71.0119813523688
3000.82421875,-83.21824881891094
3000.828125,-94.28790003434993
3000.83203125,-103.53115435012882
3000.8359375,-111.00661882598615
3000.83984375,-117.27072099166375
3000.84375,-122.61328581829876
3000.84765625,-126.26131935999514
3000.8515625,-126.41997037519609
3000.85546875,-121.49121843816307
3000.859375,-111.64385918758066
3000.86328125,-99.30449781419253
3000.8671875,-87.90374373817039
3000.87109375,-79.71546069964914
3000.875,-74.46656975403002
3000.87890625,-69.80929660992663
3000.8828125,-63.23120360571175
3000.88671875,-53.85591524476306
3000.890625,-42.84663707034116
3000.89453125,-32.40036552757067
3000.8984375,-24.342527431588973
3000.90234375,-19.325689509438014
3000.90625,-16.89258568224061
3000.91015625,-15.984815637398778
3000.9140625,-15.405882354675523
3000.91796875,-14.127761540858033
3000.921875,-11.573599961921321
3000.92578125,-7.870537510945731
3000.9296875,-3.8833347967422442
3000.93359375,-0.9087234601168248
3000.9375,-0.12309632012798304
3000.94140625,-2.0312347609564805
3000.9453125,-6.193742912410759
3000.94921875,-11.414463661807652
3000.953125,-16.36448909519895
3000.95703125,-20.33928694093628
3000.9609375,-23.637993491209045
3000.96484375,-27.20581289232736
3000.96875,-31.732116708753622
3000.97265625,-36.897506718021816
3000.9765625,-41.417825284037406
3000.98046875,-43.92139498943021
3000.984375,-43.988536010090954
3000.98828125,-42.50830335046187
3000.9921875,-41.08443938136415
3000.99609375,-41.00270884836402
