class,file,length,mean,std,min,max,status,reason
S,S032.txt,4097,-53.463753966316816,106.40890462510993,-273.0,398.0,VALID,
S,S033.txt,4097,-18.520136685379548,351.00994514904784,-1135.0,570.0,VALID,
S,S034.txt,4097,6.992433487917989,379.0096625766199,-854.0,1624.0,VALID,
S,S035.txt,4097,36.89748596534049,526.5894537081776,-1664.0,1408.0,VALID,
S,S036.txt,4097,10.474981693922382,188.4307339323045,-494.0,632.0,VALID,
S,S037.txt,4097,-5.442762997315109,590.9616135678739,-1872.0,1346.0,VALID,
S,S038.txt,4097,2.512326092262631,168.96240201444718,-527.0,776.0,VALID,
S,S039.txt,4097,-7.891139858433,106.15403613127683,-239.0,253.0,VALID,
S,S040.txt,4097,-15.073224310471076,200.0418311347307,-516.0,584.0,VALID,
S,S041.txt,4097,-5.947034415425922,433.84966039725873,-1529.0,1158.0,VALID,
S,S042.txt,4097,-4.376617036856237,328.6479769758187,-843.0,683.0,VALID,
S,S043.txt,4097,-13.02587258969978,109.68326963649108,-389.0,362.0,VALID,
S,S044.txt,4097,56.17622650720039,384.854032716985,-890.0,1367.0,VALID,
S,S045.txt,4097,20.6460824993898,192.90326137690684,-519.0,730.0,VALID,
S,S046.txt,4097,-36.17280937271174,279.3888539626551,-849.0,919.0,VALID,
S,S047.txt,4097,-9.679521601171588,593.7607368271135,-1872.0,1469.0,VALID,
S,S048.txt,4097,-4.02245545521113,247.06519607992095,-580.0,860.0,VALID,
S,S049.txt,4097,-16.371735416158163,494.87272073320787,-1863.0,1482.0,VALID,
S,S050.txt,4097,-31.137661703685623,269.8916136598989,-645.0,769.0,VALID,
S,S051.txt,4097,-3.4249450817671465,130.2674547078759,-724.0,314.0,VALID,
S,S052.txt,4097,-2.815962899682695,251.1231345629531,-1061.0,1088.0,VALID,
S,S053.txt,4097,-9.378813766170369,230.84507127542054,-1066.0,980.0,VALID,
S,S054.txt,4097,20.371247254088356,251.34540604434451,-609.0,622.0,VALID,
S,S055.txt,4097,6.621186233829631,144.38743550129522,-461.0,439.0,VALID,
S,S056.txt,4097,-5.431535269709544,160.17624312462493,-298.0,873.0,VALID,
S,S057.txt,4097,-3.5601659751037342,271.1481105985321,-733.0,506.0,VALID,
S,S058.txt,4097,16.28703929704662,310.58086408675825,-717.0,1236.0,VALID,
S,S059.txt,4097,3.3771051989260434,612.5505061785451,-1649.0,2047.0,VALID,
S,S060.txt,4097,-8.1225286795216,493.58494481918797,-1869.0,950.0,VALID,
S,S061.txt,4097,-38.00292897241884,250.79339176190558,-658.0,721.0,VALID,
S,S062.txt,4097,-15.138882108860141,292.75629535273043,-1057.0,967.0,VALID,
S,S063.txt,4097,-28.583109592384673,125.4656602974864,-423.0,524.0,VALID,
S,S064.txt,4097,35.76909934098121,133.13197554078758,-579.0,370.0,VALID,
S,S065.txt,4097,-11.21235050036612,377.5422508122992,-738.0,2047.0,VALID,
S,S066.txt,4097,-10.593605076885526,283.80969499131794,-906.0,734.0,VALID,
S,S067.txt,4097,42.425433243836956,489.5385092418359,-1829.0,1068.0,VALID,
S,S068.txt,4097,-10.084696119111545,556.6655270967982,-1867.0,1556.0,VALID,
S,S069.txt,4097,-21.954112765438126,233.21676484074317,-899.0,1023.0,VALID,
S,S070.txt,4097,-67.33414693678301,187.53808924185535,-531.0,524.0,VALID,
S,S071.txt,4097,21.6802538442763,150.35650672519907,-395.0,586.0,VALID,
S,S072.txt,4097,-0.5220893336587747,253.3707427479987,-609.0,683.0,VALID,
S,S073.txt,4097,57.41933121796436,323.81158154689626,-837.0,1349.0,VALID,
S,S074.txt,4097,-48.444715645594336,109.62595971849709,-384.0,287.0,VALID,
S,S075.txt,4097,-33.09445936050769,198.6262992340935,-583.0,486.0,VALID,
S,S076.txt,4097,-14.272394434952405,493.03875018030107,-1867.0,1762.0,VALID,
S,S077.txt,4097,-33.90651696363192,113.52219624278105,-599.0,243.0,VALID,
S,S078.txt,4097,-18.646570661459606,128.42704748354203,-455.0,399.0,VALID,
S,S079.txt,4097,1.0646814742494508,512.981352169612,-1428.0,1502.0,VALID,
S,S080.txt,4097,-14.87551867219917,518.9618503580488,-1107.0,1050.0,VALID,
S,S081.txt,4097,45.11081278984623,452.99773071177776,-1841.0,1088.0,VALID,
S,S082.txt,4097,-3.600195264827923,398.57259750211267,-1117.0,1214.0,VALID,
S,S083.txt,4097,-52.66951427874054,95.5118381834355,-454.0,253.0,VALID,
S,S084.txt,4097,-10.75030510129363,139.8225849965172,-461.0,513.0,VALID,
S,S085.txt,4097,44.73395167195509,446.75976216355474,-1740.0,1000.0,VALID,
S,S086.txt,4097,-5.603368318281669,177.2999279620197,-589.0,624.0,VALID,
S,S087.txt,4097,25.535025628508667,374.63659170160105,-1248.0,648.0,VALID,
S,S088.txt,4097,-16.205760312423724,184.98554491948042,-520.0,420.0,VALID,
S,S089.txt,4097,47.55748108371979,188.79564775305772,-565.0,784.0,VALID,
S,S090.txt,4097,-39.73785696851355,272.95229339342313,-1102.0,1033.0,VALID,
S,S091.txt,4097,-12.17622650720039,415.40532293154223,-1524.0,1565.0,VALID,
S,S092.txt,4097,-22.690017085672444,264.44171315021305,-824.0,951.0,VALID,
S,S093.txt,4097,43.27141811081279,494.2070386658744,-1839.0,1059.0,VALID,
S,S094.txt,4097,-8.051501098364657,299.29248770769254,-792.0,595.0,VALID,
S,S095.txt,4097,25.632169880400294,225.6541093707615,-538.0,585.0,VALID,
S,S096.txt,4097,-44.60117158896754,108.5268074314407,-441.0,348.0,VALID,
S,S097.txt,4097,-6.579692457896021,552.7278186865714,-1341.0,999.0,VALID,
S,S098.txt,4097,2.03539175006102,293.46909181657725,-735.0,568.0,VALID,
S,S099.txt,4097,22.101781791554796,380.1966298040721,-838.0,1555.0,VALID,
S,S100.txt,4097,3.2821576763485476,259.25629248957887,-833.0,1058.0,VALID,
Z,Z001.txt,4097,6.816451061752502,42.590723484366364,-190.0,185.0,VALID,
Z,Z002.txt,4097,-52.444715645594336,48.81266768228908,-254.0,169.0,VALID,
Z,Z003.txt,4097,12.705150109836465,47.14478921309286,-146.0,184.0,VALID,
Z,Z004.txt,4097,-3.992433487917989,47.072316379722885,-181.0,162.0,VALID,
Z,Z005.txt,4097,-17.99926775689529,44.910957922526904,-188.0,152.0,VALID,
Z,Z006.txt,4097,-27.8230412496949,45.02271469917802,-180.0,123.0,VALID,
Z,Z007.txt,4097,-13.33463509885282,46.25943284337101,-177.0,147.0,VALID,
Z,Z008.txt,4097,-5.653893092506713,32.34212408132114,-124.0,129.0,VALID,
Z,Z009.txt,4097,8.200878691725652,31.478247685248174,-93.0,117.0,VALID,
Z,Z010.txt,4097,-27.36953868684403,43.70031442335459,-190.0,122.0,VALID,
Z,Z011.txt,4097,-13.600195264827923,38.416544366905356,-163.0,136.0,VALID,
Z,Z012.txt,4097,-14.408347571393703,39.593584076867856,-162.0,115.0,VALID,
Z,Z013.txt,4097,7.406394923114474,32.612892687616565,-95.0,123.0,VALID,
Z,Z014.txt,4097,6.127654381254577,42.43354648054904,-156.0,155.0,VALID,
Z,Z015.txt,4097,-5.324627776421772,27.463390081012395,-117.0,87.0,VALID,
Z,Z016.txt,4097,5.0126922138149865,47.123230086310535,-185.0,183.0,VALID,
Z,Z017.txt,4097,8.664388577007566,29.83509119162928,-93.0,117.0,VALID,
Z,Z018.txt,4097,12.6326580424701,53.68934987550747,-187.0,204.0,VALID,
Z,Z019.txt,4097,7.651208201122773,31.216912486956605,-99.0,109.0,VALID,
Z,Z020.txt,4097,-2.0702953380522335,26.52945528632788,-89.0,93.0,VALID,
Z,Z021.txt,4097,-5.895289236026361,29.075252195508597,-115.0,109.0,VALID,
Z,Z022.txt,4097,-5.378569685135465,29.426657994694594,-110.0,99.0,VALID,
Z,Z023.txt,4097,5.049548450085428,50.1925337295596,-223.0,158.0,VALID,
Z,Z024.txt,4097,1.6844032218696607,36.52923349220344,-147.0,117.0,VALID,
Z,Z025.txt,4097,5.5918965096412006,50.975214130894386,-167.0,152.0,VALID,
Z,Z026.txt,4097,15.001708567244325,55.70456473750234,-286.0,220.0,VALID,
Z,Z027.txt,4097,8.169880400292897,38.88397266299419,-132.0,129.0,VALID,
Z,Z028.txt,4097,-49.0546741518184,33.84002246709639,-168.0,67.0,VALID,
Z,Z029.txt,4097,2.2809372711740297,42.546216428605824,-202.0,168.0,VALID,
Z,Z030.txt,4097,56.71857456675616,52.452660099323,-142.0,294.0,VALID,
Z,Z031.txt,4097,8.029777886258238,29.044545787537515,-92.0,129.0,VALID,
Z,Z032.txt,4097,-2.497681230168416,26.659150989015657,-91.0,91.0,VALID,
Z,Z033.txt,4097,57.545277031974614,44.21450103539312,-90.0,254.0,VALID,
Z,Z034.txt,4097,-28.062972907005125,43.04855819822606,-166.0,137.0,VALID,
Z,Z035.txt,4097,3.096656089821821,55.73797998261995,-180.0,205.0,VALID,
Z,Z036.txt,4097,5.362704417866731,48.74816362170894,-196.0,175.0,VALID,
Z,Z037.txt,4097,5.046131315596778,45.623402118745865,-166.0,138.0,VALID,
Z,Z038.txt,4097,-75.10373443983403,23.11444351197349,-152.0,3.0,VALID,
Z,Z039.txt,4097,1.2841103246277765,55.89339485027922,-224.0,196.0,VALID,
Z,Z040.txt,4097,56.302904564315355,33.91797272350407,-85.0,177.0,VALID,
Z,Z041.txt,4097,3.493531852575055,47.13580646969427,-150.0,167.0,VALID,
Z,Z042.txt,4097,-75.36563339028558,23.88019422342983,-157.0,14.0,VALID,
Z,Z043.txt,4097,2.7383451305833537,31.427308822180933,-115.0,123.0,VALID,
Z,Z044.txt,4097,3.562118623382963,44.24610660744172,-169.0,156.0,VALID,
Z,Z045.txt,4097,2.9118867463998046,40.67433539653811,-156.0,166.0,VALID,
Z,Z046.txt,4097,-18.81352208933366,39.69876666727409,-163.0,149.0,VALID,
Z,Z047.txt,4097,-50.50622406639004,42.78661796527732,-222.0,92.0,VALID,
Z,Z048.txt,4097,4.691237490846961,43.67752559928764,-200.0,140.0,VALID,
Z,Z049.txt,4097,56.62216255796925,32.1578252996964,-55.0,178.0,VALID,
Z,Z050.txt,4097,3.8203563583109594,49.88553601016686,-206.0,163.0,VALID,
Z,Z051.txt,4097,3.4361728093727115,39.77349083739874,-143.0,161.0,VALID,
Z,Z052.txt,4097,8.002928972418843,38.867655525468166,-132.0,184.0,VALID,
Z,Z053.txt,4097,5.568952892360263,30.767621206716917,-105.0,115.0,VALID,
Z,Z054.txt,4097,-18.19257993653893,53.03406381223158,-233.0,144.0,VALID,
Z,Z055.txt,4097,-14.197705638271906,45.13543705789147,-159.0,174.0,VALID,
Z,Z056.txt,4097,4.959238467171101,49.09179606129026,-162.0,169.0,VALID,
Z,Z057.txt,4097,1.6109348303636808,49.800994816623,-184.0,169.0,VALID,
Z,Z058.txt,4097,1.0229436172809372,39.89843660679064,-157.0,126.0,VALID,
Z,Z059.txt,4097,-6.216499877959483,36.99105356156927,-142.0,135.0,VALID,
Z,Z060.txt,4097,-52.401757383451304,33.117097985724165,-156.0,69.0,VALID,
Z,Z061.txt,4097,-75.503783256041,22.608932417999146,-154.0,-3.0,VALID,
Z,Z062.txt,4097,8.15035391750061,52.133279054375535,-214.0,244.0,VALID,
Z,Z063.txt,4097,-14.368074200634611,33.768645828344475,-123.0,105.0,VALID,
Z,Z064.txt,4097,-28.482792287039295,44.34737902155641,-199.0,121.0,VALID,
Z,Z065.txt,4097,8.560898218208445,36.86804689151517,-149.0,153.0,VALID,
Z,Z066.txt,4097,-3.6795216011715888,24.50646461394677,-99.0,67.0,VALID,
Z,Z067.txt,4097,-17.793507444471565,46.86807941212036,-189.0,132.0,VALID,
Z,Z068.txt,4097,1.8389065169636318,41.40456759578343,-168.0,146.0,VALID,
Z,Z069.txt,4097,5.1120331950207465,49.82360776617897,-151.0,165.0,VALID,
Z,Z070.txt,4097,4.189895045154992,45.907879290229204,-150.0,170.0,VALID,
Z,Z071.txt,4097,-18.47010007322431,53.13928301529654,-205.0,159.0,VALID,
Z,Z072.txt,4097,6.471808640468636,45.19302834031168,-139.0,168.0,VALID,
Z,Z073.txt,4097,-52.25067122284599,25.285644496177042,-151.0,35.0,VALID,
Z,Z074.txt,4097,8.746155723700268,40.73382886194978,-106.0,165.0,VALID,
Z,Z075.txt,4097,10.624359287283378,43.23480597142372,-140.0,168.0,VALID,
Z,Z076.txt,4097,-1.9633878447644617,35.03879264523552,-176.0,109.0,VALID,
Z,Z077.txt,4097,3.828166951427874,51.025201193433,-230.0,165.0,VALID,
Z,Z078.txt,4097,8.120331950207468,38.13644579677536,-171.0,151.0,VALID,
Z,Z079.txt,4097,2.511349768123017,37.87143997640181,-121.0,132.0,VALID,
Z,Z080.txt,4097,-52.25921405906761,22.473528564261922,-124.0,17.0,VALID,
Z,Z081.txt,4097,6.048816206980717,39.738626880906914,-131.0,142.0,VALID,
Z,Z082.txt,4097,8.561386380278252,48.07038817213881,-202.0,188.0,VALID,
Z,Z083.txt,4097,-51.258237734927995,29.97250706904603,-182.0,37.0,VALID,
Z,Z084.txt,4097,-2.462777642177203,38.36384199174649,-135.0,114.0,VALID,
Z,Z085.txt,4097,3.936538930925067,45.07027436645383,-161.0,165.0,VALID,
Z,Z086.txt,4097,-51.346350988528194,40.29332748933587,-206.0,71.0,VALID,
Z,Z087.txt,4097,2.2750793263363436,37.779717447685485,-139.0,139.0,VALID,
Z,Z088.txt,4097,1.6719550890895778,42.788343622115946,-139.0,154.0,VALID,
Z,Z089.txt,4097,-28.791310715157433,36.01465737283311,-161.0,102.0,VALID,
Z,Z090.txt,4097,8.54698559921894,47.667199160735045,-208.0,178.0,VALID,
Z,Z091.txt,4097,-28.239687576275323,44.5791773988073,-183.0,106.0,VALID,
Z,Z092.txt,4097,-4.1320478398828415,40.41100040099819,-146.0,141.0,VALID,
Z,Z093.txt,4097,-4.671711008054674,43.86692284644626,-166.0,153.0,VALID,
Z,Z094.txt,4097,-2.053209665608982,52.05052463744874,-200.0,192.0,VALID,
Z,Z095.txt,4097,5.647546985599219,45.24075767710178,-183.0,176.0,VALID,
Z,Z096.txt,4097,-51.35416158164511,43.80479897082125,-288.0,147.0,VALID,
Z,Z097.txt,4097,-3.15987307786185,41.220524363300534,-161.0,138.0,VALID,
Z,Z098.txt,4097,-18.55235538198682,42.267223576463124,-196.0,113.0,VALID,
Z,Z099.txt,4097,-14.893580668782036,45.03395947257787,-183.0,142.0,VALID,
Z,Z100.txt,4097,-28.355626067854526,42.0674599532932,-164.0,138.0,VALID,
