mean,median,std,variance,minimum,maximum,range,rms,energy,absolute_mean,line_length,zero_crossings,skewness,kurtosis,iqr,crest_factor,shape_factor,impulse_factor,clearance_factor,hjorth_activity,hjorth_mobility,hjorth_complexity,delta_power,theta_power,alpha_power,beta_power,gamma_power,relative_delta,relative_theta,relative_alpha,relative_beta,relative_gamma,dominant_frequency,spectral_entropy,spectral_centroid,total_power,wavelet_entropy,wavelet_energy_0,wavelet_relative_energy_0,wavelet_mean_0,wavelet_std_0,wavelet_energy_1,wavelet_relative_energy_1,wavelet_mean_1,wavelet_std_1,wavelet_energy_2,wavelet_relative_energy_2,wavelet_mean_2,wavelet_std_2,wavelet_energy_3,wavelet_relative_energy_3,wavelet_mean_3,wavelet_std_3,wavelet_energy_4,wavelet_relative_energy_4,wavelet_mean_4,wavelet_std_4,file,class,label,label_name,binary_label
-41.126274,-41.111103,17.442993,304.25803,-114.45488,16.733929,131.18881,44.672455,8176089.0,41.255898,12235.4,16,-0.03967109,0.18841052,23.504169464111328,2.5620906,1.0828137,2.7742672,2.9227371,304.25803,0.22243442,2.0398278,84.45143874049188,136.16744709055874,38.07039903474972,8.08318968647727,0.19903713537515616,0.27826423791436966,0.44866649353165167,0.12544049849823652,0.026633798684431855,0.0006558196949375556,5.08623046875,3.493687,5.168474328983659,303.49368418114926,0.25351146,7977967.5,0.9393102,-162.94518,52.72225,448541.88,0.052810438,0.31755593,40.60727,64539.51,0.0075987554,-0.22569248,11.064129,2369.5159,0.00027898213,-0.02097047,1.511467,12.90629,1.5195612e-06,-0.0006486409,0.079207994,F085.txt,F,3,Preictal,0
22.620079,29.238747,140.68663,19792.727,-452.03198,592.3072,1044.3391,142.49348,83187100.0,108.70907,57422.805,158,-0.10143943,1.1042519,165.64096069335938,4.1567316,1.3107783,5.4485536,6.5751557,19792.727,0.16161034,3.712008,11237.436676590443,1616.6701925611499,757.843895393908,524.2974281373946,16.637488858272555,0.6385184539779638,0.09186025084322033,0.04306118257837208,0.02979092055186429,0.0009453529278603262,0.33908203125,3.0650256,2.9481969805288912,17599.235553148577,0.42219695,77401020.0,0.8963195,110.76532,521.8176,5197631.0,0.060189616,0.76449764,138.23297,3204439.5,0.037108056,-0.37591,77.97685,543913.4,0.006298627,0.18569772,22.90136,7274.291,8.4237756e-05,-0.00561287,1.8805126,F086.txt,F,3,Preictal,0
27.865313,30.316936,22.887333,523.83,-68.0386,88.78239,156.82098,36.05975,5327352.0,31.115458,10630.723,94,-0.4710817,0.36799836,30.139599800109863,2.462091,1.1589015,2.8533208,3.201154,523.83,0.15265572,2.9297354,313.1732104953379,125.25275397498157,17.197051508305595,5.77800390117747,0.09087439196117886,0.5882772648039327,0.23527985487972947,0.03230363927999187,0.010853636955839605,0.00017070214485807246,2.37357421875,3.0303578,3.1700635779650983,532.3564741189099,0.22952035,5551251.0,0.94791555,115.45469,84.138145,261682.97,0.044684228,-0.0032743567,31.01725,36627.117,0.0062543405,-0.19936787,8.3343525,5862.094,0.0010009942,0.026937708,2.3774378,848.4926,0.00014488614,0.0004975823,0.64225394,F087.txt,F,3,Preictal,0
0.35598445,0.27185807,19.289001,372.0656,-58.737213,57.548294,116.28551,19.292288,1524872.1,15.608254,12185.884,241,0.030588245,-0.2888875,27.52839469909668,3.0445955,1.236031,3.7632148,4.4178696,372.0656,0.19724858,2.1557786,122.86679712574929,166.38017780626197,31.565145087728737,7.06105197625562,0.16078786228820272,0.3339630273546146,0.45223631747403575,0.08579690900216622,0.01919257561410312,0.0004370358999159723,5.08623046875,3.3333812,4.507541676251346,367.90538790775986,0.7403307,1085689.1,0.69810605,3.5123398,63.080647,408294.4,0.2625363,-0.46378067,38.74103,56616.12,0.03640458,0.11175247,10.364288,4395.395,0.002826271,-0.033473752,2.058506,197.21341,0.00012680967,-5.8282e-05,0.3096357,F088.txt,F,3,Preictal,0
55.122025,56.07815,57.36401,3290.6296,-169.09154,298.34308,467.43463,79.555435,25930188.0,65.76887,35215.18,131,0.022170732,1.1522236,72.00406646728516,3.7501283,1.2096214,4.536236,5.201991,3290.6296,0.2059396,2.5503428,1704.5151834762096,570.4437686996162,276.4924002002924,127.01817616086336,2.3063087053260096,0.554322409386852,0.1855130229115385,0.08991761114360235,0.04130735949316705,0.0007500306308324701,3.0517382812500005,3.4441729,4.232644328652429,3074.9526892871077,0.4535163,27394350.0,0.87536424,233.22385,215.22351,2950706.0,0.09428742,-5.024288,104.033356,879466.6,0.028102642,-1.676336,40.81675,68497.266,0.0021887745,0.051882222,8.1271515,1781.7131,5.6933197e-05,0.0049219294,0.9306699,F089.txt,F,3,Preictal,0
-33.78723,-36.879257,74.744545,5586.7476,-251.02571,270.39774,521.42346,82.02636,27565944.0,65.59319,33506.96,160,0.39197293,0.795017,94.64784717559814,3.2964737,1.2505316,4.1223445,4.8504066,5586.7476,0.14338164,2.8553715,3481.4772794079786,928.7761505819857,193.6406419693306,59.76211062358138,1.0253453104495382,0.6294554437391501,0.1679238889355435,0.0350104701063756,0.010805064299529602,0.0001853837137448221,1.356328125,3.0699794,2.854808058895434,5530.935213979534,0.39599574,25302052.0,0.8910315,-116.578316,281.8364,2586031.5,0.09106912,1.7463961,97.49061,488374.2,0.017198479,0.04307601,30.44182,19851.107,0.00069907226,0.060581997,4.3748317,49.217834,1.7332445e-06,-5.0255323e-05,0.15468353,F090.txt,F,3,Preictal,0
5.6228824,6.757498,85.42255,7297.011,-271.6947,252.35309,524.0478,85.607414,30025392.0,68.84206,43868.78,188,-0.041192207,-0.15594482,116.16802215576172,3.1737287,1.2435336,3.9466383,4.6351376,7297.011,0.16002199,2.698817,4148.901440105437,1636.3136260664464,328.1852194134145,92.66221116592759,2.4843994520203707,0.5682319960081728,0.22410890479275358,0.04494812542062349,0.012690981929907625,0.0003402624236519028,1.356328125,3.201653,3.340770135357693,7301.421724315863,0.5079953,29396408.0,0.84118146,49.818924,324.95093,4743626.5,0.1357394,1.0278108,132.05585,767848.75,0.021972077,0.11608053,38.17074,38607.246,0.0011047506,0.24846715,6.096557,81.936554,2.3446235e-06,0.00017990111,0.19958206,F091.txt,F,3,Preictal,0
-31.937046,-24.2585,63.09491,3980.9678,-423.2762,152.76709,576.04333,70.71735,20488862.0,50.895008,32727.766,156,-0.8219556,2.369628,62.53295683860779,5.985465,1.3894751,8.316655,10.366269,3980.9678,0.20210849,2.212019,1808.0107845246791,1137.3880065679548,272.6028081011027,112.46203019292675,0.8230644995594957,0.5019616271265711,0.3157752925689502,0.07568325935051089,0.03122305693571405,0.0002285090326701876,2.37357421875,3.290767,4.390688966723338,3601.89043707276,0.52451015,22485004.0,0.8455415,-151.60071,244.3004,3090527.5,0.116218306,2.3740504,106.56734,966430.75,0.036342323,-0.4563979,42.82086,49694.8,0.0018687573,-0.04066816,6.922431,776.4048,2.9196457e-05,-0.011496058,0.6142581,F092.txt,F,3,Preictal,0
-4.5082603,-4.0123463,29.331697,860.3485,-100.97351,100.23456,201.20807,29.676132,3608116.8,23.77049,11000.168,141,0.05565757,0.0038933754,41.61256790161133,3.402516,1.2484442,4.2478514,5.0017786,860.3485,0.11766327,4.0209627,522.307187151611,74.554031817019,15.86526098909788,7.092945376536008,0.2163836039569378,0.6195610646201004,0.08843603239728205,0.018819381066697834,0.008413655597473648,0.00025667434669050397,0.6781640625,2.761452,2.105282031229017,843.0277772084934,0.30185676,3440289.0,0.92659813,-20.925074,110.500046,219889.89,0.059224546,1.0747203,28.412386,49219.703,0.013256702,0.120110996,9.663416,3362.613,0.0009056771,0.055369332,1.7998805,55.422424,1.49273255e-05,-0.0002947918,0.16414396,F093.txt,F,3,Preictal,0
-44.611145,-40.5492,41.491646,1721.5568,-200.91273,117.39937,318.3121,60.92381,15206879.0,48.846428,25907.176,136,-0.4111848,0.5791576,53.106727600097656,3.2977705,1.2472521,4.113151,4.8399906,1721.5568,0.20797338,2.805083,773.5298024269939,628.8106459468603,91.21211552551945,62.533360507789766,3.164427090711798,0.4455841907965854,0.3622201522932973,0.05254183686234781,0.0360217237296225,0.0018228369225407933,4.408066406250001,3.3574543,4.371958032732174,1735.9902312605154,0.4196861,13688069.0,0.88813984,-171.72337,144.34286,1337651.4,0.086792484,-0.76147383,70.12315,337218.22,0.021880144,-1.4491073,25.254362,48440.28,0.0031430104,0.0020335354,6.8346133,687.1478,4.458506e-05,0.008564365,0.57791007,F094.txt,F,3,Preictal,0
-2.5830433,-1.5276362,62.121685,3859.1035,-212.1668,227.91664,440.08344,62.17536,15838082.0,48.3867,24002.375,150,0.064077325,0.5467062,76.38545227050781,3.6657066,1.284968,4.7103157,5.6135945,3859.1035,0.122244425,4.233185,2622.088979229927,384.94421733118594,53.485076757716016,34.19562757730571,1.5125181040666946,0.6909834181224586,0.10144204608803747,0.014094602223393099,0.009011369108896035,0.00039858484506008046,0.6781640625,2.7844136,2.2943974702598195,3794.720554010793,0.30635595,15542491.0,0.9261181,-6.970298,238.94125,978051.75,0.058278393,-0.66945195,59.96107,238490.16,0.014210723,0.82482207,21.257061,23363.562,0.001392146,-0.07907711,4.745914,12.367954,7.3695946e-07,-0.0002744144,0.077540584,F095.txt,F,3,Preictal,0
12.8635235,13.200645,62.266987,3877.1775,-193.68005,251.00064,444.6807,63.58182,16562729.0,49.399094,36613.098,248,0.02660321,0.70854044,77.61398887634277,3.9476793,1.287105,5.081078,6.086109,3877.1775,0.19480227,2.6321385,2202.070939714909,600.5593582418561,289.27472202301027,140.08970421050094,2.340883996313279,0.5978367729992539,0.16304491478930136,0.07853473891576,0.03803273327173949,0.0006355229112204304,3.0517382812500005,3.3547804,3.9439547556698624,3683.3982772044324,0.6014224,16677650.0,0.8133676,70.55974,237.35252,2795422.5,0.13633251,-3.3856547,101.32041,970040.06,0.047308773,-1.64764,42.871536,61301.254,0.002989657,-0.016840236,7.688546,30.066132,1.4663227e-06,0.003510924,0.120847695,F096.txt,F,3,Preictal,0
54.51215,56.488247,67.350296,4536.0625,-162.27481,267.91995,430.19476,86.64662,30758788.0,70.66427,41042.35,172,-0.008270384,-0.030124903,92.60186767578125,3.0920992,1.226173,3.7914488,4.4218597,4536.0625,0.20092562,2.719444,2601.3931993424894,991.7974843937158,441.58155813574785,122.45418471723677,3.69202707214914,0.5620449822827969,0.2142831770626147,0.0954060689793249,0.026456884755925923,0.0007976822922725231,1.01724609375,3.375807,4.05802003349017,4628.443063003061,0.51469505,27384918.0,0.8490702,217.76224,230.7801,3792162.8,0.117576115,5.681494,117.93852,980000.25,0.030384937,0.10548763,43.122753,90310.914,0.0028000926,-0.17653456,9.330459,5441.8784,0.0001687256,0.0015277639,1.6265111,F097.txt,F,3,Preictal,0
12.346741,23.300589,78.2877,6128.963,-593.80457,202.84262,796.6472,79.25531,25734914.0,55.439083,31687.023,168,-1.9621613,7.6251125,64.87539482116699,7.4923,1.4295927,10.7109375,13.351012,6128.963,0.1564172,2.7564027,3928.1441573917864,1202.516946095377,297.21973749250174,73.21154665848123,1.9107975817195264,0.6332063298699353,0.1938425148197818,0.04791102658195081,0.01180150547084282,0.0003080154585386549,2.37357421875,3.1206932,3.2953919489602828,6203.576894436056,0.48084262,23526708.0,0.8605015,62.702198,287.339,3036229.5,0.11105167,-6.616983,105.44583,733786.7,0.026838629,-0.14158604,37.314404,43742.086,0.0015998895,-0.041562036,6.494586,225.33073,8.241588e-06,-0.0052521755,0.33093172,F098.txt,F,3,Preictal,0
-8.6860695,-8.195917,24.31499,591.2187,-93.31007,66.09712,159.4072,25.819885,2731332.5,20.511993,13848.457,208,-0.103263445,-0.023304224,33.220566272735596,3.6138837,1.2587701,4.5490494,5.3819437,591.2187,0.17803209,2.089052,295.69632599294187,187.7393729994446,29.269542846351392,6.26618354351296,0.0732965975667685,0.511107877434512,0.32450546053427354,0.050592085875406693,0.010831029975720514,0.00012669237022044325,1.356328125,3.2809806,3.9469928677063684,578.5399502687752,0.6372626,2122816.8,0.7494642,-32.29362,82.22892,652649.3,0.230419,-2.434412,48.92361,54076.477,0.019091796,0.04613402,10.129648,2692.1104,0.0009504543,0.015916102,1.6111498,211.33607,7.461257e-05,6.138512e-05,0.32053074,F099.txt,F,3,Preictal,0
-36.144882,-34.952282,27.860731,776.22034,-146.13022,40.613235,186.74345,45.636307,8532710.0,37.975113,14752.616,86,-0.37094715,0.37609768,36.94479942321777,3.2020605,1.2017425,3.8480523,4.414394,776.22034,0.1732801,2.3015747,402.09344653978945,199.46071823939678,40.945703587308536,10.351365491055546,0.14564384711283315,0.5325988087906778,0.26419863802560983,0.05423523597154353,0.013711053928722903,0.00019291470713465249,1.356328125,3.2498784,3.630291284196027,754.9649753306535,0.3027581,8338649.0,0.92248,-145.60178,97.246704,613067.1,0.06782179,0.32313314,47.474403,86125.41,0.009527798,-0.041511074,12.783744,1530.755,0.00016934288,0.008762647,1.2149326,10.1019335,1.117547e-06,-0.00019455842,0.070078276,F100.txt,F,3,Preictal,0
-17.790665,-15.178964,48.41387,2343.9028,-223.42986,122.72473,346.1546,51.57917,10899702.0,39.924763,23785.988,186,-0.34124088,0.6042731,62.757408142089844,4.3317847,1.2919092,5.5962725,6.710478,2343.9028,0.15483136,2.4575863,1253.4813618886471,538.1231965287029,80.44080296823756,26.134017639197406,0.3107521033806688,0.5727262991393816,0.24587306696333375,0.03675408728406091,0.011940855013263849,0.00014198527998121076,1.356328125,3.2080855,3.383013350277697,2188.621971388804,0.47492304,9613361.0,0.8557556,-75.060486,172.36346,1385717.0,0.12335281,-5.092625,71.19419,228197.6,0.020313539,-0.3998014,20.80511,6455.753,0.0005746738,0.027577708,2.4949253,36.80414,3.2762057e-06,-0.00016117131,0.13376142,N001.TXT,N,2,Interictal,0
-0.100732766,1.453045,65.67981,4313.8374,-268.36057,248.542,516.9026,65.679886,17673832.0,50.202496,29693.004,175,-0.044158928,0.82341623,77.98128128051758,4.0858865,1.3082992,5.3455625,6.4784904,4313.8374,0.150462,2.8950899,2456.4153903687,880.2560787221789,122.4810545152612,48.607831513986454,1.4068790422950044,0.5734534166080708,0.2054969439665861,0.02859336391431481,0.011347562454174797,0.0003284377702247118,0.6781640625,3.1252668,3.033270668413489,4283.548269531974,0.46438375,15587030.0,0.8627691,2.712795,239.3698,2098549.2,0.11615834,2.2907312,87.80665,352349.06,0.019503132,0.7316038,25.846834,28224.006,0.0015622476,0.04143511,5.2168245,128.32698,7.1031204e-06,0.0005912304,0.2497702,N002.TXT,N,2,Interictal,0
-14.711727,-13.332525,44.15366,1949.5457,-187.33945,118.62066,305.9601,46.540096,8874022.0,36.15313,23238.852,196,-0.18014261,0.6084099,55.72823619842529,4.0253344,1.2873048,5.1818323,6.1958494,1949.5457,0.17172182,2.7520065,1113.604705145359,388.74152242138985,115.19413420535624,27.946074731467228,0.8796359247152943,0.5766939068929401,0.2013145834431778,0.059654700630386796,0.014472218862534565,0.0004555302934008632,1.356328125,3.2076755,3.343033511707172,1931.0152089955986,0.56987655,7612216.0,0.8136338,-64.903015,154.18718,1461924.5,0.1562582,-2.515457,73.26933,266297.44,0.028463274,-0.3732871,22.475962,15068.758,0.0016106282,0.06281749,3.8114512,320.4207,3.4248253e-05,-8.038001e-05,0.39467818,N003.TXT,N,2,Interictal,0
27.98025,29.167862,44.62813,1991.6702,-106.32919,234.8444,341.17358,52.674133,11367390.0,42.410976,21106.25,146,0.1258139,0.75901175,55.42318965494633,4.458439,1.241993,5.5373497,6.443753,1991.6702,0.14961687,3.1429672,1247.365695426464,319.2907188948244,51.24755528471432,28.5013880751295,0.5397991231695051,0.6192216919326069,0.15850342838299358,0.025440492717703895,0.01414875991140319,0.0002679689906322776,0.6781640625,2.941131,2.6856726982246126,2014.4089131202809,0.40997094,10453969.0,0.8866438,107.399315,164.00945,1118959.0,0.094903484,3.8175771,64.02535,197765.3,0.016773283,-0.49294326,19.365517,18007.469,0.0015272871,-0.017317766,4.1670933,1793.797,0.00015213926,0.00028401436,0.9338335,N004.TXT,N,2,Interictal,0
8.310603,-3.7260416,115.20282,13271.689,-351.49026,561.06836,912.5586,115.5022,54657080.0,90.059525,76302.38,260,0.53596157,0.6894958,150.40779876708984,4.857642,1.2825096,6.2299724,7.414132,13271.689,0.21304443,2.881001,7587.119642271997,2004.1156818473341,870.2549386498332,767.2810270526726,18.240646273056633,0.5804053785304809,0.1533123999337843,0.06657343905200659,0.05869606068481679,0.001395387143464595,1.01724609375,3.3422966,3.90049202493176,13072.104296279445,0.6870087,44851468.0,0.7862738,39.365707,404.16016,7467739.0,0.13091405,4.8276906,165.62492,4298438.0,0.075354256,0.26362363,90.31257,421289.97,0.007385472,-0.31366655,20.153412,4131.3115,7.2424424e-05,-0.008017558,1.4171633,N005.TXT,N,2,Interictal,0
12.093191,13.787024,54.68837,2990.8179,-244.4382,195.47086,439.90906,56.00949,12852548.0,42.71604,25120.605,189,-0.37080935,1.3235388,61.714792251586914,4.3642282,1.311205,5.7223983,6.93622,2990.8179,0.15787442,3.4720438,1755.9339705365896,537.1098348013312,92.1152931195963,45.7358273955225,1.2430273087857684,0.5989663230072803,0.1832134397990436,0.03142143118042303,0.015600939912575666,0.000424008823243808,0.6781640625,3.062347,2.8711070933239555,2931.6071757096884,0.4401795,14649997.0,0.8827216,19.51599,231.25616,1492069.2,0.089903206,0.7554919,74.06064,368151.84,0.022182638,0.45934793,26.426678,77558.99,0.004673243,0.093537465,8.647714,8619.184,0.0005193407,0.004279736,2.0469868,N006.TXT,N,2,Interictal,0
-4.088104,-7.197845,46.496746,2161.9475,-172.21999,180.50116,352.72113,46.67612,8925972.0,37.18935,16894.328,130,0.19279642,0.31745195,61.453983306884766,3.8670986,1.2550937,4.8535714,5.700697,2161.9475,0.12305793,3.4791217,1394.4268493181467,262.2795501883328,30.58681796343997,15.303878954559183,0.2794188254857728,0.6639097886367837,0.12487565110671356,0.014562892172586153,0.007286431014299952,0.00013303594481138165,0.6781640625,2.8352036,2.349101567610492,2100.3257870039015,0.307959,8675068.0,0.9232699,-22.3308,177.18626,608725.75,0.06478545,-1.1231151,47.293774,101064.125,0.01075605,-0.17570722,13.84708,10718.547,0.0011407533,-0.01623836,3.2149413,448.5912,4.774265e-05,0.0025554593,0.46698374,N007.TXT,N,2,Interictal,0
-37.858353,-35.90905,37.52835,1408.3771,-207.53125,52.681526,260.21277,53.306957,11642166.0,43.083508,15443.878,92,-0.5013697,0.9066191,46.51636505126953,3.8931363,1.2372938,4.8169537,5.578604,1408.3771,0.13029921,3.4396489,681.957514267713,147.9551848571375,46.64968768430873,15.078889193484795,0.25404929442429425,0.5149614951214374,0.11172429603157089,0.03522623098105377,0.011386409213755106,0.00019183835026990144,0.33908203125,2.837473,2.29972939031023,1324.2883608353957,0.22851421,11983088.0,0.94893354,-156.67963,139.66734,513877.88,0.040693678,0.8020518,43.458183,128115.766,0.01014541,-0.026229309,15.591768,2861.6226,0.00022661017,-5.3884898e-05,1.6611804,8.50857,6.737885e-07,-0.000105017934,0.064314745,N008.TXT,N,2,Interictal,0
27.883417,25.362923,61.345314,3763.2476,-211.2842,274.23334,485.51752,67.38496,18603380.0,52.207127,31385.656,197,0.17783165,0.651793,77.29623603820801,4.069652,1.2907233,5.252795,6.3121543,3763.2476,0.16248275,2.9555063,2455.6750350523,603.0858611161261,157.17802201816812,78.23469726227223,1.7833336984312702,0.6501837944952311,0.15967774562588072,0.04161568664758244,0.02071403243551991,0.00047216942565552573,2.71265625,3.1027768,3.371913489659869,3776.89363506631,0.4048433,17183344.0,0.8938716,113.0472,224.48695,1498820.0,0.0779681,-4.519648,74.09414,517470.4,0.026918631,1.5854332,31.295424,23856.643,0.0012410142,0.01394369,4.7963786,14.943351,7.773479e-07,-0.0006424605,0.0852304,N009.TXT,N,2,Interictal,0
-7.3083906,-6.269383,34.908066,1218.5731,-135.39734,127.15342,262.55075,35.664906,5211325.0,27.095457,18184.371,207,-0.13557772,0.8205681,41.93821620941162,3.7963746,1.3162688,4.9970493,6.0713487,1218.5731,0.16566215,2.9500122,714.7551197433472,216.03188698656857,64.31276113355533,26.480610835952685,0.40640446888830417,0.6035992444720004,0.1824354665885792,0.05431109614725295,0.022362451491746562,0.0003432020612305775,1.356328125,3.219467,3.3323182368949698,1184.1550934487677,0.5007937,4571638.5,0.8568265,-30.395576,126.03017,564712.1,0.10583958,-1.1446111,45.550385,188657.08,0.035358522,-0.3161495,18.917799,10288.669,0.0019283249,0.027793726,3.14973,251.3105,4.7101166e-05,-0.00034817398,0.3495328,N010.TXT,N,2,Interictal,0
-3.940701,-3.3570454,21.793806,474.97,-112.68545,62.139385,174.82483,22.147215,2009575.0,16.622223,9681.521,193,-0.48805118,1.7796702,25.294615745544434,5.088019,1.3323859,6.7792044,8.238135,474.97,0.14263938,3.124922,330.18562799982726,80.64879054458812,14.050705242867116,5.424501006019563,0.10512829644775597,0.6490879059253776,0.15854159033847617,0.02762125928410219,0.01066363190916712,0.0002066640701721031,1.01724609375,3.0166261,2.7011748150127057,508.6916964337756,0.4558516,1784321.5,0.8652776,-14.101824,79.75678,237140.61,0.11499747,-1.0927811,29.506718,38363.9,0.018603947,0.19547944,8.529862,2224.8884,0.0010789233,0.017035028,1.464655,86.735794,4.2061107e-05,0.0006425625,0.20534301,N011.TXT,N,2,Interictal,0
-8.953071,-2.968808,58.15611,3382.1328,-222.72653,281.48288,504.2094,58.841232,14185004.0,42.377716,25476.824,183,-0.4778164,2.0619736,62.0803279876709,4.783769,1.3884946,6.642238,8.280954,3382.1328,0.15819126,2.7844784,1955.049421250224,696.5124407525361,139.93111936278643,50.63108101426216,0.8015678296839635,0.5769626859435893,0.20555065475159398,0.04129564889618875,0.014941946825843098,0.0002365539832157735,0.6781640625,3.1402125,3.2212234469896686,3388.519689194203,0.4823318,12373659.0,0.862122,-36.398285,210.15842,1532658.8,0.10678643,-2.4263473,75.02591,416626.88,0.02902805,-0.2870513,28.115492,29503.234,0.0020556077,-0.0041455533,5.333905,113.05461,7.876964e-06,0.0016477535,0.23443167,N012.TXT,N,2,Interictal,0
18.817745,20.495066,35.736713,1277.1128,-133.10352,117.08147,250.18498,40.38837,6683110.0,32.72892,14782.361,155,-0.32082862,0.32563376,48.298455238342285,3.2955902,1.234027,4.0668473,4.7775617,1277.1128,0.13053653,3.3955812,727.5893818697333,150.7167908496782,39.35486039933748,12.108967925644246,0.30055075234570283,0.5815069344160315,0.12045648437968826,0.03145335101837281,0.009677778418492822,0.0002402073903055839,0.6781640625,2.902607,2.4239821317891375,1251.2135948996079,0.31597576,6536707.0,0.9219569,77.85459,134.05473,442669.72,0.062435474,-2.7793548,40.24596,105561.125,0.014888659,-0.26144022,14.150526,5040.1016,0.0007108711,-0.006504138,2.2045925,58.167595,8.204133e-06,-0.0035457045,0.16812289,N013.TXT,N,2,Interictal,0
-60.83782,-59.615944,34.281628,1175.23,-182.84792,66.706406,249.55432,69.831726,19978898.0,61.97745,19452.633,36,-0.18850514,0.70334697,41.628211975097656,2.6184075,1.1267279,2.950233,3.199384,1175.23,0.17881595,2.717515,645.6196613158286,261.6441367921606,72.5506465745531,29.510336212122343,0.48088673679294536,0.5546088322831141,0.22476104411733147,0.06232342629728911,0.025350363515154625,0.00041309775326483524,1.6954101562500001,3.30066,3.6071499299710577,1164.0991339031827,0.20653175,20395682.0,0.9563526,-245.28822,121.72842,687661.25,0.032244403,-3.9793377,50.12316,232328.25,0.010893861,0.10446196,20.996181,10810.3545,0.000506897,-0.032537147,3.2285578,47.869434,2.2445956e-06,1.931311e-05,0.15254992,N014.TXT,N,2,Interictal,0
-4.4954247,-3.2885175,66.19691,4382.0303,-266.1277,226.89035,493.01804,66.34937,18035974.0,51.69817,35637.73,207,-0.08395926,0.3653462,83.51453399658203,4.0110054,1.2833989,5.14772,6.1632676,4382.0303,0.17674959,3.1094418,2592.9302631819246,734.254266435206,265.4176389819011,117.11632224097961,3.904041002513551,0.5749614989245342,0.16281499723145476,0.058854233650994923,0.025969605561843793,0.0008656897944927655,1.01724609375,3.1914499,3.233790613469194,4509.74590130296,0.55164343,15742252.0,0.834751,-22.202324,239.54744,2336014.8,0.123869866,-1.9637308,92.65222,726802.25,0.038539525,1.3281995,37.112896,53493.99,0.0028365802,-0.02166844,7.1822605,58.995255,3.1282912e-06,-0.0011683226,0.16934839,N015.TXT,N,2,Interictal,0
28.51387,36.22375,42.854527,1836.5104,-162.29474,137.44463,299.73938,51.473793,10855212.0,43.826664,17033.41,80,-1.2885493,2.3752103,43.56125736236572,3.1529586,1.1744858,3.703105,4.159566,1836.5104,0.14848149,2.888877,1048.32209061563,303.2759057579934,69.65247997767293,23.83189593899064,0.2919147804932255,0.5950707397788281,0.17215187890443234,0.039537612684860335,0.0135279644240054,0.00016570283688142665,0.6781640625,3.081431,2.92823146046323,1761.6764201937797,0.3403888,10803107.0,0.91516316,121.21706,158.18892,764780.9,0.06478685,4.2523403,52.85463,227030.55,0.01923243,-0.109290875,20.755386,9192.84,0.00077875267,-0.017090708,2.9773393,457.08713,3.8721206e-05,0.0018967469,0.47138834,N016.TXT,N,2,Interictal,0
-52.634975,-50.832684,62.239044,3873.6987,-291.7454,161.20955,452.95496,81.51159,27221040.0,65.90484,38041.79,154,-0.051386733,0.78427124,77.12695598602295,3.579189,1.2368073,4.4267673,5.1560106,3873.6987,0.20532493,2.832691,2074.708663710952,732.3340054044128,293.56503443811084,168.79295018734877,3.9697755770936793,0.5258406826742698,0.18561209102903212,0.0744048746787025,0.04278104280837248,0.0010061506639630101,0.6781640625,3.3600879,3.797694948598535,3945.508082713568,0.4167517,27496236.0,0.8919025,-223.48375,226.15068,2381000.0,0.07723311,-0.27321973,93.560684,869733.0,0.028211754,0.43136457,40.622177,77600.3,0.002517141,0.1283546,8.64957,4177.3223,0.00013550089,-0.00030735528,1.4250557,N017.TXT,N,2,Interictal,0
24.847195,25.221203,32.728737,1071.1702,-144.38434,133.50854,277.89288,41.092007,6918002.0,32.76344,18490.61,178,-0.5170649,2.6791234,38.244672775268555,3.5136843,1.2542031,4.4068737,5.1893787,1071.1702,0.18811972,2.028417,368.0521893145144,386.0668509542942,64.71925755271688,14.30352762226437,0.18428912839569883,0.3788407305209222,0.3973834474883506,0.06661634279558973,0.014722800219004515,0.00018969110918351308,1.356328125,3.395148,4.200193658913514,971.5222246784998,0.545464,5965776.0,0.81269836,98.88815,110.24579,1236042.8,0.16838211,2.182619,67.37589,136099.58,0.018540405,0.2663977,16.068058,2763.696,0.00037648936,0.020928085,1.6323755,19.583387,2.6677815e-06,0.0013748214,0.09756266,N018.TXT,N,2,Interictal,0
27.577028,25.744461,54.954384,3019.9841,-127.4965,264.6837,392.18018,61.48558,15488612.0,47.878166,21918.504,155,0.32531917,0.45874262,70.24941730499268,4.304809,1.2842091,5.5282755,6.605137,3019.9841,0.123469956,3.47813,1978.455099655688,359.1663125290722,68.34771833620033,21.108344431571606,0.6532972672072359,0.6384729053573535,0.11590758825248665,0.022056687719753797,0.006811934220217921,0.0002108274301137355,1.356328125,2.7298927,2.17166088737118,3098.729927385636,0.33115244,14594369.0,0.91226715,102.166115,207.88904,1237830.5,0.07737451,2.0379527,67.42918,157547.53,0.009848006,-0.29574347,17.28769,8150.296,0.00050946,-0.08394684,2.8022218,13.238453,8.2751137e-07,0.00012058786,0.08022338,N019.TXT,N,2,Interictal,0
